39	YJR089W	X	+	587709	590574	587709	590574	1	587709,	590574,	0	BIR1	unk	unk	0,
40	snR34	XII	+	899179	899382	899382	899382	1	899179,	899382,	0	SNR34	unk	unk	0,
41	YJR110W	X	+	633604	635671	633604	635671	1	633604,	635671,	0	YMR1	unk	unk	0,
42	YDR348C	IV	-	1170320	1171820	1170320	1171820	1	1170320,	1171820,	0	YDR348C	unk	unk	0,
43	YOR024W	XV	+	377846	378170	377846	378170	1	377846,	378170,	0	YOR024W	unk	unk	0,
44	YIL126W	IX	+	117991	122071	117991	122071	1	117991,	122071,	0	STH1	unk	unk	0,
45	YGR247W	VII	+	984970	985690	984970	985690	1	984970,	985690,	0	CPD1	unk	unk	0,
46	YPR108W	XVI	+	742451	743741	742451	743741	1	742451,	743741,	0	RPN7	unk	unk	0,
47	YIR009W	IX	+	374521	374857	374521	374857	1	374521,	374857,	0	MSL1	unk	unk	0,
48	YLR251W	XII	+	641465	642059	641465	642059	1	641465,	642059,	0	SYM1	unk	unk	0,
49	YDR127W	IV	+	704481	709248	704481	709248	1	704481,	709248,	0	ARO1	unk	unk	0,
50	YBR133C	II	-	501797	504281	501797	504281	1	501797,	504281,	0	HSL7	unk	unk	0,
51	snR189	III	-	178605	178794	178794	178794	1	178605,	178794,	0	SNR189	unk	unk	0,
52	YBL095W	II	+	43273	44086	43273	44086	1	43273,	44086,	0	YBL095W	unk	unk	0,
53	YEL008C-A	V	-	140725	140818	140725	140818	1	140725,	140818,	0	YEL008C-A	unk	unk	0,
54	YLL007C	XII	-	134300	136298	134300	136298	1	134300,	136298,	0	YLL007C	unk	unk	0,
55	YNL300W	XIV	+	65743	66052	65743	66052	1	65743,	66052,	0	TOS6	unk	unk	0,
56	YPR188C	XVI	-	911983	912475	911983	912475	1	911983,	912475,	0	MLC2	unk	unk	0,
57	YPR176C	XVI	-	891096	892074	891096	892074	1	891096,	892074,	0	BET2	unk	unk	0,
58	YDR233C	IV	-	929466	930354	929466	930354	1	929466,	930354,	0	RTN1	unk	unk	0,
59	snR39B	VII	-	366376	366472	366472	366472	1	366376,	366472,	0	SNR39B	unk	unk	0,
60	YPL143W	XVI	+	282120	282969	282120	282969	2	282120,282664,	282139,282969,	0	RPL33A	unk	unk	0,
61	YLR375W	XII	+	871695	872727	871695	872727	1	871695,	872727,	0	STP3	unk	unk	0,
62	YDR070C	IV	-	588096	588378	588096	588378	1	588096,	588378,	0	FMP16	unk	unk	0,
63	YBR237W	II	+	691963	694513	691963	694513	1	691963,	694513,	0	PRP5	unk	unk	0,
64	YCR073W-A	III	+	246959	247907	246959	247907	1	246959,	247907,	0	SOL2	unk	unk	0,
65	YGL031C	VII	-	437471	437939	437471	437939	1	437471,	437939,	0	RPL24A	unk	unk	0,
66	YHR105W	VIII	+	324768	325413	324768	325413	1	324768,	325413,	0	YPT35	unk	unk	0,
67	YDR261W-A	IV	+	981458	982775	981458	982775	1	981458,	982775,	0	YDR261W-A	unk	unk	0,
68	YDR134C	IV	-	721068	721479	721479	721479	1	721068,	721479,	0	YDR134C	unk	unk	0,
69	tG(UCC)N	XIV	-	96240	96312	96312	96312	1	96240,	96312,	0	SUF6	unk	unk	0,
70	YGR040W	VII	+	575401	576508	575401	576508	1	575401,	576508,	0	KSS1	unk	unk	0,
71	YHL019W-A	VIII	+	67707	68301	67707	68301	1	67707,	68301,	0	YHL019W-A	unk	unk	0,
72	YGR146C	VII	-	784227	784863	784227	784863	1	784227,	784863,	0	ECL1	unk	unk	0,
73	YHR180W-A	VIII	+	466931	467114	466931	467114	1	466931,	467114,	0	YHR180W-A	unk	unk	0,
74	YBR206W	II	+	634595	634919	634595	634919	1	634595,	634919,	0	YBR206W	unk	unk	0,
75	YCR061W	III	+	225558	227454	225558	227454	1	225558,	227454,	0	YCR061W	unk	unk	0,
76	YHR008C	VIII	-	122883	123585	122883	123585	1	122883,	123585,	0	SOD2	unk	unk	0,
77	YJL129C	X	-	173594	177302	173594	177302	1	173594,	177302,	0	TRK1	unk	unk	0,
78	YHL048W	VIII	+	6399	7545	6399	7545	1	6399,	7545,	0	COS8	unk	unk	0,
79	YLR154C-H	XII	-	468827	468959	468827	468959	1	468827,	468959,	0	YLR154C-H	unk	unk	0,
80	YPR193C	XVI	-	922904	923375	922904	923375	1	922904,	923375,	0	HPA2	unk	unk	0,
81	YPL119C-A	XVI	-	324022	324286	324022	324286	1	324022,	324286,	0	YPL119C-A	unk	unk	0,
82	YNL054W	XIV	+	526087	529585	526087	529585	1	526087,	529585,	0	VAC7	unk	unk	0,
83	YGL067W	VII	+	376103	377258	376103	377258	1	376103,	377258,	0	NPY1	unk	unk	0,
84	YER141W	V	+	453453	454914	453453	454914	1	453453,	454914,	0	COX15	unk	unk	0,
85	YBR292C	II	-	784697	785069	784697	785069	1	784697,	785069,	0	YBR292C	unk	unk	0,
86	YBL058W	II	+	111438	112710	111438	112710	1	111438,	112710,	0	SHP1	unk	unk	0,
87	YDR502C	IV	-	1453302	1454457	1453302	1454457	1	1453302,	1454457,	0	SAM2	unk	unk	0,
88	YNL242W	XIV	+	191324	196103	191324	196103	1	191324,	196103,	0	ATG2	unk	unk	0,
89	YIL097W	IX	+	180423	181974	180423	181974	1	180423,	181974,	0	FYV10	unk	unk	0,
90	YNL301C	XIV	-	63569	64562	63569	64562	2	63569,64450,	64018,64562,	0	RPL18B	unk	unk	0,
91	YLR089C	XII	-	318237	320016	318237	320016	1	318237,	320016,	0	ALT1	unk	unk	0,
92	YPL061W	XVI	+	432584	434087	432584	434087	1	432584,	434087,	0	ALD6	unk	unk	0,
93	YHL011C	VIII	-	80649	81612	80649	81612	1	80649,	81612,	0	PRS3	unk	unk	0,
94	YBR063C	II	-	366967	368182	366967	368182	1	366967,	368182,	0	YBR063C	unk	unk	0,
95	YOR340C	XV	-	959198	960179	959198	960179	1	959198,	960179,	0	RPA43	unk	unk	0,
96	YDR078C	IV	-	602195	602867	602195	602867	1	602195,	602867,	0	SHU2	unk	unk	0,
97	YGL018C	VII	-	459114	459669	459114	459669	1	459114,	459669,	0	JAC1	unk	unk	0,
98	YFL033C	VI	-	69112	74425	69112	74425	1	69112,	74425,	0	RIM15	unk	unk	0,
99	YNL164C	XIV	-	325266	326322	325266	326322	1	325266,	326322,	0	IBD2	unk	unk	0,
100	YJL121C	X	-	190371	191088	190371	191088	1	190371,	191088,	0	RPE1	unk	unk	0,
101	YBR276C	II	-	757615	760039	757615	760039	1	757615,	760039,	0	PPS1	unk	unk	0,
102	YMR199W	XIII	+	662642	664283	662642	664283	1	662642,	664283,	0	CLN1	unk	unk	0,
103	YDR443C	IV	-	1345668	1349931	1345668	1349931	1	1345668,	1349931,	0	SSN2	unk	unk	0,
104	YDL141W	IV	+	203039	205112	203039	205112	1	203039,	205112,	0	BPL1	unk	unk	0,
105	YLL046C	XII	-	46712	47462	46712	47462	1	46712,	47462,	0	RNP1	unk	unk	0,
106	YBR271W	II	+	744846	746106	744846	746106	1	744846,	746106,	0	YBR271W	unk	unk	0,
107	YHR095W	VIII	+	292945	293380	292945	293380	1	292945,	293380,	0	YHR095W	unk	unk	0,
108	YMR221C	XIII	-	713929	715444	713929	715444	1	713929,	715444,	0	YMR221C	unk	unk	0,
109	YGL210W	VII	+	93796	94465	93796	94465	1	93796,	94465,	0	YPT32	unk	unk	0,
110	YOR273C	XV	-	834450	836430	834450	836430	1	834450,	836430,	0	TPO4	unk	unk	0,
111	YCR077C	III	-	250234	252625	250234	252625	1	250234,	252625,	0	PAT1	unk	unk	0,
112	YER130C	V	-	421110	422442	421110	422442	1	421110,	422442,	0	YER130C	unk	unk	0,
113	YKR062W	XI	+	559307	560294	559307	560294	1	559307,	560294,	0	TFA2	unk	unk	0,
114	tI(AAU)E1	V	-	443197	443271	443271	443271	1	443197,	443271,	0	tI(AAU)E1	unk	unk	0,
115	YNL083W	XIV	+	471378	472863	471378	472863	1	471378,	472863,	0	SAL1	unk	unk	0,
116	YPL178W	XVI	+	212156	212783	212156	212783	1	212156,	212783,	0	CBC2	unk	unk	0,
117	YDR116C	IV	-	682721	683579	682721	683579	1	682721,	683579,	0	MRPL1	unk	unk	0,
118	YCR093W	III	+	280113	286440	280113	286440	1	280113,	286440,	0	CDC39	unk	unk	0,
119	YGR266W	VII	+	1022661	1024767	1022661	1024767	1	1022661,	1024767,	0	YGR266W	unk	unk	0,
120	YGL076C	VII	-	364337	365999	364337	365999	3	364337,365435,365988,	364967,365529,365999,	0	RPL7A	unk	unk	0,
121	YJL161W	X	+	117240	117783	117240	117783	1	117240,	117783,	0	FMP33	unk	unk	0,
122	YHR107C	VIII	-	326815	328039	326815	328039	1	326815,	328039,	0	CDC12	unk	unk	0,
123	YER164W	V	+	505386	509793	505386	509793	1	505386,	509793,	0	CHD1	unk	unk	0,
124	YKL210W	XI	+	39163	42238	39163	42238	1	39163,	42238,	0	UBA1	unk	unk	0,
125	YER179W	V	+	548415	549512	548415	549512	2	548415,548639,	548547,549512,	0	DMC1	unk	unk	0,
126	YJL057C	X	-	328111	330115	328111	330115	1	328111,	330115,	0	IKS1	unk	unk	0,
127	YPR084W	XVI	+	706969	708340	706969	708340	1	706969,	708340,	0	YPR084W	unk	unk	0,
128	YER119C	V	-	399491	400838	399491	400838	1	399491,	400838,	0	AVT6	unk	unk	0,
129	YBR184W	II	+	597357	598929	597357	598929	1	597357,	598929,	0	YBR184W	unk	unk	0,
130	YLR205C	XII	-	552725	553679	552725	553679	1	552725,	553679,	0	HMX1	unk	unk	0,
131	YGL007W	VII	+	483264	483642	483264	483642	1	483264,	483642,	0	BRP1	unk	unk	0,
132	YHR123W	VIII	+	354817	356084	354817	356084	2	354817,354958,	354867,356084,	0	EPT1	unk	unk	0,
133	YKL003C	XI	-	436739	437135	436739	437135	1	436739,	437135,	0	MRP17	unk	unk	0,
134	YGR035C	VII	-	557075	557426	557075	557426	1	557075,	557426,	0	YGR035C	unk	unk	0,
135	YCR032W	III	+	179515	186019	179515	186019	1	179515,	186019,	0	BPH1	unk	unk	0,
136	YER052C	V	-	256373	257957	256373	257957	1	256373,	257957,	0	HOM3	unk	unk	0,
137	YDR113C	IV	-	680493	681615	680493	681615	1	680493,	681615,	0	PDS1	unk	unk	0,
138	YOL054W	XV	+	228612	229833	228612	229833	1	228612,	229833,	0	PSH1	unk	unk	0,
139	YMR013C	XIII	-	295177	296737	295177	296737	1	295177,	296737,	0	SEC59	unk	unk	0,
140	YGR190C	VII	-	880300	880666	880300	880666	1	880300,	880666,	0	YGR190C	unk	unk	0,
141	YFR018C	VI	-	183118	184210	183118	184210	1	183118,	184210,	0	YFR018C	unk	unk	0,
142	YOR014W	XV	+	357673	359947	357673	359947	1	357673,	359947,	0	RTS1	unk	unk	0,
143	YML011C	XIII	-	246894	247428	246894	247428	1	246894,	247428,	0	RAD33	unk	unk	0,
144	YKL183C-A	XI	-	98399	98612	98399	98612	1	98399,	98612,	0	YKL183C-A	unk	unk	0,
145	YGL063W	VII	+	383656	384769	383656	384769	1	383656,	384769,	0	PUS2	unk	unk	0,
146	YDL237W	IV	+	30656	31829	30656	31829	1	30656,	31829,	0	AIM6	unk	unk	0,
147	tV(AAC)G1	VII	-	412296	412370	412370	412370	1	412296,	412370,	0	tV(AAC)G1	unk	unk	0,
148	YHR100C	VIII	-	314118	314676	314118	314676	1	314118,	314676,	0	GEP4	unk	unk	0,
149	YEL018W	V	+	121470	122310	121470	122310	1	121470,	122310,	0	EAF5	unk	unk	0,
150	YNL134C	XIV	-	372452	373583	372452	373583	1	372452,	373583,	0	YNL134C	unk	unk	0,
151	YKL100C	XI	-	253340	255104	253340	255104	1	253340,	255104,	0	YKL100C	unk	unk	0,
152	YOR192C-B	XV	-	704419	709733	704419	709733	2	704419,708440,	708439,709733,	0	YOR192C-B	unk	unk	0,
153	YBL019W	II	+	184355	185918	184355	185918	1	184355,	185918,	0	APN2	unk	unk	0,
154	YFL021W	VI	+	95963	97496	95963	97496	1	95963,	97496,	0	GAT1	unk	unk	0,
155	YIL171W	IX	+	19514	19844	19844	19844	1	19514,	19844,	0	YIL171W	unk	unk	0,
156	YJL077C	X	-	294659	295055	294659	295055	1	294659,	295055,	0	ICS3	unk	unk	0,
157	YLR299C-A	XII	-	727912	728005	727912	728005	1	727912,	728005,	0	YLR299C-A	unk	unk	0,
158	YNL228W	XIV	+	220645	221422	220645	221422	1	220645,	221422,	0	YNL228W	unk	unk	0,
159	YBR200W	II	+	620866	622522	620866	622522	1	620866,	622522,	0	BEM1	unk	unk	0,
160	YFL014W	VI	+	107249	107579	107249	107579	1	107249,	107579,	0	HSP12	unk	unk	0,
161	YOR228C	XV	-	766869	767778	766869	767778	1	766869,	767778,	0	YOR228C	unk	unk	0,
162	YGL145W	VII	+	230247	232353	230247	232353	1	230247,	232353,	0	TIP20	unk	unk	0,
163	YIL095W	IX	+	183933	186366	183933	186366	1	183933,	186366,	0	PRK1	unk	unk	0,
164	YAL068W-A	I	+	537	792	537	792	1	537,	792,	0	YAL068W-A	unk	unk	0,
165	YML020W	XIII	+	231148	233143	231148	233143	1	231148,	233143,	0	YML020W	unk	unk	0,
166	YNL160W	XIV	+	336546	337611	336546	337611	1	336546,	337611,	0	YGP1	unk	unk	0,
167	YBL030C	II	-	163043	164000	163043	164000	1	163043,	164000,	0	PET9	unk	unk	0,
168	YHR135C	VIII	-	372696	374313	372696	374313	1	372696,	374313,	0	YCK1	unk	unk	0,
169	YPL145C	XVI	-	278393	279698	278393	279698	1	278393,	279698,	0	KES1	unk	unk	0,
170	YPR125W	XVI	+	787956	789321	787956	789321	1	787956,	789321,	0	YLH47	unk	unk	0,
171	YOL035C	XV	-	258801	259104	258801	259104	1	258801,	259104,	0	YOL035C	unk	unk	0,
172	tN(GUU)N1	XIV	+	102715	102789	102789	102789	1	102715,	102789,	0	tN(GUU)N1	unk	unk	0,
173	YLR434C	XII	-	1006021	1006405	1006021	1006405	1	1006021,	1006405,	0	YLR434C	unk	unk	0,
174	YOR237W	XV	+	781994	783299	781994	783299	1	781994,	783299,	0	HES1	unk	unk	0,
175	YLR331C	XII	-	790668	791046	790668	791046	1	790668,	791046,	0	JIP3	unk	unk	0,
176	tV(CAC)H	VIII	-	475705	475778	475778	475778	1	475705,	475778,	0	tV(CAC)H	unk	unk	0,
177	YDR226W	IV	+	916482	917151	916482	917151	1	916482,	917151,	0	ADK1	unk	unk	0,
178	YCL056C	III	-	26924	27359	26924	27359	1	26924,	27359,	0	YCL056C	unk	unk	0,
179	YMR242W-A	XIII	+	754295	754385	754295	754385	1	754295,	754385,	0	YMR242W-A	unk	unk	0,
180	YOL115W	XV	+	101474	103229	101474	103229	1	101474,	103229,	0	PAP2	unk	unk	0,
181	YNR028W	XIV	+	676179	677106	676179	677106	1	676179,	677106,	0	CPR8	unk	unk	0,
182	YLR393W	XII	+	907078	907918	907078	907918	1	907078,	907918,	0	ATP10	unk	unk	0,
183	YDR150W	IV	+	755625	763872	755625	763872	1	755625,	763872,	0	NUM1	unk	unk	0,
184	YGR041W	VII	+	577490	579134	577490	579134	1	577490,	579134,	0	BUD9	unk	unk	0,
185	YHR153C	VIII	-	402088	402685	402088	402685	1	402088,	402685,	0	SPO16	unk	unk	0,
186	YCL024W	III	+	79161	82275	79161	82275	1	79161,	82275,	0	KCC4	unk	unk	0,
187	YLL035W	XII	+	68578	70477	68578	70477	1	68578,	70477,	0	GRC3	unk	unk	0,
188	YPR075C	XVI	-	695733	696816	695733	696816	1	695733,	696816,	0	OPY2	unk	unk	0,
189	YMR315W	XIII	+	902798	903848	902798	903848	1	902798,	903848,	0	YMR315W	unk	unk	0,
190	YBR082C	II	-	406621	407163	406621	407163	2	406621,407116,	407021,407163,	0	UBC4	unk	unk	0,
191	YKL150W	XI	+	166548	167457	166548	167457	1	166548,	167457,	0	MCR1	unk	unk	0,
192	YKL202W	XI	+	63821	64403	63821	64403	1	63821,	64403,	0	YKL202W	unk	unk	0,
193	YJR009C	X	-	453674	454673	453674	454673	1	453674,	454673,	0	TDH2	unk	unk	0,
194	YKL187C	XI	-	89288	91541	89288	91541	1	89288,	91541,	0	YKL187C	unk	unk	0,
195	tL(CAA)L	XII	+	628384	628499	628499	628499	2	628384,628455,	628422,628499,	0	tL(CAA)L	unk	unk	0,
196	tS(GCU)Q1	Mito	+	69202	69288	69288	69288	1	69202,	69288,	0	tS(GCU)Q1	unk	unk	0,
197	YDR396W	IV	+	1266287	1266788	1266287	1266788	1	1266287,	1266788,	0	YDR396W	unk	unk	0,
198	YNL119W	XIV	+	401041	402523	401041	402523	1	401041,	402523,	0	NCS2	unk	unk	0,
199	YGR115C	VII	-	720375	721155	720375	721155	1	720375,	721155,	0	YGR115C	unk	unk	0,
200	YDR192C	IV	-	843566	844859	843566	844859	1	843566,	844859,	0	NUP42	unk	unk	0,
201	YHR199C	VIII	-	497489	498422	497489	498422	1	497489,	498422,	0	AIM46	unk	unk	0,
202	YLL043W	XII	+	49936	51946	49936	51946	1	49936,	51946,	0	FPS1	unk	unk	0,
203	YBL062W	II	+	105309	105690	105309	105690	1	105309,	105690,	0	YBL062W	unk	unk	0,
204	YOL113W	XV	+	104325	106293	104325	106293	1	104325,	106293,	0	SKM1	unk	unk	0,
205	YEL050C	V	-	59669	60851	59669	60851	1	59669,	60851,	0	RML2	unk	unk	0,
206	YPR107C	XVI	-	741435	742062	741435	742062	1	741435,	742062,	0	YTH1	unk	unk	0,
207	YMR281W	XIII	+	832337	833252	832337	833252	1	832337,	833252,	0	GPI12	unk	unk	0,
208	YDR422C	IV	-	1315318	1317766	1315318	1317766	1	1315318,	1317766,	0	SIP1	unk	unk	0,
209	YOR190W	XV	+	690695	692033	690695	692033	1	690695,	692033,	0	SPR1	unk	unk	0,
210	YGL135W	VII	+	254645	255299	254645	255299	1	254645,	255299,	0	RPL1B	unk	unk	0,
211	YHR097C	VIII	-	297387	298612	297387	298612	2	297387,298487,	298363,298612,	0	YHR097C	unk	unk	0,
212	YOR181W	XV	+	675939	677841	675939	677841	1	675939,	677841,	0	LAS17	unk	unk	0,
213	YHR086W	VIII	+	278154	279726	278154	279726	1	278154,	279726,	0	NAM8	unk	unk	0,
214	YPL014W	XVI	+	527543	528689	527543	528689	1	527543,	528689,	0	YPL014W	unk	unk	0,
215	YAR027W	I	+	183763	184471	183763	184471	1	183763,	184471,	0	UIP3	unk	unk	0,
216	YAL044C	I	-	57950	58463	57950	58463	1	57950,	58463,	0	GCV3	unk	unk	0,
217	YOR279C	XV	-	843696	844629	843696	844629	1	843696,	844629,	0	RFM1	unk	unk	0,
218	YHR149C	VIII	-	394457	396662	394457	396662	1	394457,	396662,	0	SKG6	unk	unk	0,
219	YHR073W	VIII	+	242583	245574	242583	245574	1	242583,	245574,	0	OSH3	unk	unk	0,
220	YNL222W	XIV	+	229094	229715	229094	229715	1	229094,	229715,	0	SSU72	unk	unk	0,
221	YJR062C	X	-	553467	554841	553467	554841	1	553467,	554841,	0	NTA1	unk	unk	0,
222	YER105C	V	-	367833	372009	367833	372009	1	367833,	372009,	0	NUP157	unk	unk	0,
223	YER098W	V	+	355461	357726	355461	357726	1	355461,	357726,	0	UBP9	unk	unk	0,
224	YPL040C	XVI	-	475989	478998	475989	478998	1	475989,	478998,	0	ISM1	unk	unk	0,
225	YER083C	V	-	326169	327027	326169	327027	1	326169,	327027,	0	GET2	unk	unk	0,
226	YOR258W	XV	+	811670	812324	811670	812324	1	811670,	812324,	0	HNT3	unk	unk	0,
227	YCR063W	III	+	228313	228787	228313	228787	1	228313,	228787,	0	BUD31	unk	unk	0,
228	YLR273C	XII	-	689084	691031	689084	691031	1	689084,	691031,	0	PIG1	unk	unk	0,
229	snR190	X	-	139756	139946	139946	139946	1	139756,	139946,	0	SNR190	unk	unk	0,
230	YGL199C	VII	-	123576	124047	123576	124047	1	123576,	124047,	0	YGL199C	unk	unk	0,
231	YDR010C	IV	-	465048	465381	465048	465381	1	465048,	465381,	0	YDR010C	unk	unk	0,
232	YGL040C	VII	-	419532	420561	419532	420561	1	419532,	420561,	0	HEM2	unk	unk	0,
233	YBL059W	II	+	110595	111246	110595	111246	2	110595,110950,	110881,111246,	0	YBL059W	unk	unk	0,
234	YOL105C	XV	-	114137	115808	114137	115808	1	114137,	115808,	0	WSC3	unk	unk	0,
235	YMR148W	XIII	+	560364	560811	560364	560811	1	560364,	560811,	0	OSW5	unk	unk	0,
236	YFL022C	VI	-	93496	95008	93496	95008	1	93496,	95008,	0	FRS2	unk	unk	0,
237	YDR196C	IV	-	850271	850997	850271	850997	1	850271,	850997,	0	CAB5	unk	unk	0,
238	YKR039W	XI	+	514704	516513	514704	516513	1	514704,	516513,	0	GAP1	unk	unk	0,
239	YJR053W	X	+	534018	535743	534018	535743	1	534018,	535743,	0	BFA1	unk	unk	0,
240	YGL045W	VII	+	414105	415734	414105	415734	1	414105,	415734,	0	RIM8	unk	unk	0,
241	YDR262W	IV	+	993130	993949	993130	993949	1	993130,	993949,	0	YDR262W	unk	unk	0,
242	YCL045C	III	-	44622	46905	44622	46905	1	44622,	46905,	0	EMC1	unk	unk	0,
243	YFL012W	VI	+	110640	111087	110640	111087	1	110640,	111087,	0	YFL012W	unk	unk	0,
244	YDR300C	IV	-	1061501	1062788	1061501	1062788	1	1061501,	1062788,	0	PRO1	unk	unk	0,
245	YOR047C	XV	-	416347	417682	416347	417682	1	416347,	417682,	0	STD1	unk	unk	0,
246	YOR108C-A	XV	-	524605	524815	524605	524815	1	524605,	524815,	0	YOR108C-A	unk	unk	0,
247	YKR080W	XI	+	590036	590999	590036	590999	1	590036,	590999,	0	MTD1	unk	unk	0,
248	YKL153W	XI	+	163604	164114	163604	164114	1	163604,	164114,	0	YKL153W	unk	unk	0,
249	YBR288C	II	-	778007	779459	778007	779459	1	778007,	779459,	0	APM3	unk	unk	0,
250	YDR170C	IV	-	796190	802220	796190	802220	1	796190,	802220,	0	SEC7	unk	unk	0,
251	YOR179C	XV	-	671845	672412	671845	672412	1	671845,	672412,	0	SYC1	unk	unk	0,
252	YGL065C	VII	-	379762	381274	379762	381274	1	379762,	381274,	0	ALG2	unk	unk	0,
253	YDR467C	IV	-	1397575	1397902	1397575	1397902	1	1397575,	1397902,	0	YDR467C	unk	unk	0,
254	YGR038W	VII	+	560685	561354	560685	561354	1	560685,	561354,	0	ORM1	unk	unk	0,
255	YGL070C	VII	-	374461	374830	374461	374830	1	374461,	374830,	0	RPB9	unk	unk	0,
256	YHR186C	VIII	-	475998	480672	475998	480672	1	475998,	480672,	0	KOG1	unk	unk	0,
257	YMR304W	XIII	+	874985	878678	874985	878678	1	874985,	878678,	0	UBP15	unk	unk	0,
258	YOR200W	XV	+	720417	720816	720417	720816	1	720417,	720816,	0	YOR200W	unk	unk	0,
259	YOR119C	XV	-	548792	550247	548792	550247	1	548792,	550247,	0	RIO1	unk	unk	0,
260	YER078C	V	-	316802	318338	316802	318338	1	316802,	318338,	0	ICP55	unk	unk	0,
261	YGR056W	VII	+	601664	604451	601664	604451	1	601664,	604451,	0	RSC1	unk	unk	0,
262	YMR314W	XIII	+	901707	902412	901707	902412	1	901707,	902412,	0	PRE5	unk	unk	0,
263	YLR201C	XII	-	549512	550295	549512	550295	1	549512,	550295,	0	COQ9	unk	unk	0,
264	YBR145W	II	+	533755	534811	533755	534811	1	533755,	534811,	0	ADH5	unk	unk	0,
265	YNL091W	XIV	+	452409	456132	452409	456132	1	452409,	456132,	0	NST1	unk	unk	0,
266	YPR127W	XVI	+	790078	791116	790078	791116	1	790078,	791116,	0	YPR127W	unk	unk	0,
267	YGR023W	VII	+	529267	530923	529267	530923	1	529267,	530923,	0	MTL1	unk	unk	0,
268	YPL055C	XVI	-	453988	454987	453988	454987	1	453988,	454987,	0	LGE1	unk	unk	0,
