STO1	YMR125W	XIII	+	517537	520445	517537	520445	2	517537,517884,	517562,520445,
PDR1	YGL013C	VII	-	469096	472303	469096	472303	1	469096,	472303,
ADE4	YMR300C	XIII	-	865557	867090	865557	867090	1	865557,	867090,
POG1	YIL122W	IX	+	130606	131662	130606	131662	1	130606,	131662,
RAD27	YKL113C	XI	-	224370	225519	224370	225519	1	224370,	225519,
PDC1	YLR044C	XII	-	232390	234082	232390	234082	1	232390,	234082,
YKR011C	YKR011C	XI	-	461277	462339	461277	462339	1	461277,	462339,
TMA20	YER007C-A	V	-	166235	166884	166235	166884	2	166235,166873,	166770,166884,
tV(AAC)M1	tV(AAC)M1	XIII	-	372443	372517			1	372443,	372517,
BIR1	YJR089W	X	+	587709	590574	587709	590574	1	587709,	590574,
SNR34	snR34	XII	+	899179	899382			1	899179,	899382,
YMR1	YJR110W	X	+	633604	635671	633604	635671	1	633604,	635671,
YDR348C	YDR348C	IV	-	1170320	1171820	1170320	1171820	1	1170320,	1171820,
YOR024W	YOR024W	XV	+	377846	378170	377846	378170	1	377846,	378170,
STH1	YIL126W	IX	+	117991	122071	117991	122071	1	117991,	122071,
CPD1	YGR247W	VII	+	984970	985690	984970	985690	1	984970,	985690,
RPN7	YPR108W	XVI	+	742451	743741	742451	743741	1	742451,	743741,
MSL1	YIR009W	IX	+	374521	374857	374521	374857	1	374521,	374857,
SYM1	YLR251W	XII	+	641465	642059	641465	642059	1	641465,	642059,
ARO1	YDR127W	IV	+	704481	709248	704481	709248	1	704481,	709248,
HSL7	YBR133C	II	-	501797	504281	501797	504281	1	501797,	504281,
SNR189	snR189	III	-	178605	178794			1	178605,	178794,
YBL095W	YBL095W	II	+	43273	44086	43273	44086	1	43273,	44086,
YEL008C-A	YEL008C-A	V	-	140725	140818	140725	140818	1	140725,	140818,
YLL007C	YLL007C	XII	-	134300	136298	134300	136298	1	134300,	136298,
TOS6	YNL300W	XIV	+	65743	66052	65743	66052	1	65743,	66052,
MLC2	YPR188C	XVI	-	911983	912475	911983	912475	1	911983,	912475,
BET2	YPR176C	XVI	-	891096	892074	891096	892074	1	891096,	892074,
RTN1	YDR233C	IV	-	929466	930354	929466	930354	1	929466,	930354,
SNR39B	snR39B	VII	-	366376	366472			1	366376,	366472,
RPL33A	YPL143W	XVI	+	282120	282969	282120	282969	2	282120,282664,	282139,282969,
STP3	YLR375W	XII	+	871695	872727	871695	872727	1	871695,	872727,
FMP16	YDR070C	IV	-	588096	588378	588096	588378	1	588096,	588378,
PRP5	YBR237W	II	+	691963	694513	691963	694513	1	691963,	694513,
SOL2	YCR073W-A	III	+	246959	247907	246959	247907	1	246959,	247907,
RPL24A	YGL031C	VII	-	437471	437939	437471	437939	1	437471,	437939,
YPT35	YHR105W	VIII	+	324768	325413	324768	325413	1	324768,	325413,
YDR261W-A	YDR261W-A	IV	+	981458	982775	981458	982775	1	981458,	982775,
YDR134C	YDR134C	IV	-	721068	721479			1	721068,	721479,
SUF6	tG(UCC)N	XIV	-	96240	96312			1	96240,	96312,
KSS1	YGR040W	VII	+	575401	576508	575401	576508	1	575401,	576508,
YHL019W-A	YHL019W-A	VIII	+	67707	68301	67707	68301	1	67707,	68301,
ECL1	YGR146C	VII	-	784227	784863	784227	784863	1	784227,	784863,
YHR180W-A	YHR180W-A	VIII	+	466931	467114	466931	467114	1	466931,	467114,
YBR206W	YBR206W	II	+	634595	634919	634595	634919	1	634595,	634919,
YCR061W	YCR061W	III	+	225558	227454	225558	227454	1	225558,	227454,
SOD2	YHR008C	VIII	-	122883	123585	122883	123585	1	122883,	123585,
TRK1	YJL129C	X	-	173594	177302	173594	177302	1	173594,	177302,
COS8	YHL048W	VIII	+	6399	7545	6399	7545	1	6399,	7545,
YLR154C-H	YLR154C-H	XII	-	468827	468959	468827	468959	1	468827,	468959,
HPA2	YPR193C	XVI	-	922904	923375	922904	923375	1	922904,	923375,
YPL119C-A	YPL119C-A	XVI	-	324022	324286	324022	324286	1	324022,	324286,
VAC7	YNL054W	XIV	+	526087	529585	526087	529585	1	526087,	529585,
NPY1	YGL067W	VII	+	376103	377258	376103	377258	1	376103,	377258,
COX15	YER141W	V	+	453453	454914	453453	454914	1	453453,	454914,
YBR292C	YBR292C	II	-	784697	785069	784697	785069	1	784697,	785069,
SHP1	YBL058W	II	+	111438	112710	111438	112710	1	111438,	112710,
SAM2	YDR502C	IV	-	1453302	1454457	1453302	1454457	1	1453302,	1454457,
ATG2	YNL242W	XIV	+	191324	196103	191324	196103	1	191324,	196103,
FYV10	YIL097W	IX	+	180423	181974	180423	181974	1	180423,	181974,
RPL18B	YNL301C	XIV	-	63569	64562	63569	64562	2	63569,64450,	64018,64562,
ALT1	YLR089C	XII	-	318237	320016	318237	320016	1	318237,	320016,
ALD6	YPL061W	XVI	+	432584	434087	432584	434087	1	432584,	434087,
PRS3	YHL011C	VIII	-	80649	81612	80649	81612	1	80649,	81612,
YBR063C	YBR063C	II	-	366967	368182	366967	368182	1	366967,	368182,
RPA43	YOR340C	XV	-	959198	960179	959198	960179	1	959198,	960179,
SHU2	YDR078C	IV	-	602195	602867	602195	602867	1	602195,	602867,
JAC1	YGL018C	VII	-	459114	459669	459114	459669	1	459114,	459669,
RIM15	YFL033C	VI	-	69112	74425	69112	74425	1	69112,	74425,
IBD2	YNL164C	XIV	-	325266	326322	325266	326322	1	325266,	326322,
RPE1	YJL121C	X	-	190371	191088	190371	191088	1	190371,	191088,
PPS1	YBR276C	II	-	757615	760039	757615	760039	1	757615,	760039,
CLN1	YMR199W	XIII	+	662642	664283	662642	664283	1	662642,	664283,
SSN2	YDR443C	IV	-	1345668	1349931	1345668	1349931	1	1345668,	1349931,
BPL1	YDL141W	IV	+	203039	205112	203039	205112	1	203039,	205112,
RNP1	YLL046C	XII	-	46712	47462	46712	47462	1	46712,	47462,
YBR271W	YBR271W	II	+	744846	746106	744846	746106	1	744846,	746106,
YHR095W	YHR095W	VIII	+	292945	293380	292945	293380	1	292945,	293380,
YMR221C	YMR221C	XIII	-	713929	715444	713929	715444	1	713929,	715444,
YPT32	YGL210W	VII	+	93796	94465	93796	94465	1	93796,	94465,
TPO4	YOR273C	XV	-	834450	836430	834450	836430	1	834450,	836430,
PAT1	YCR077C	III	-	250234	252625	250234	252625	1	250234,	252625,
YER130C	YER130C	V	-	421110	422442	421110	422442	1	421110,	422442,
TFA2	YKR062W	XI	+	559307	560294	559307	560294	1	559307,	560294,
tI(AAU)E1	tI(AAU)E1	V	-	443197	443271			1	443197,	443271,
SAL1	YNL083W	XIV	+	471378	472863	471378	472863	1	471378,	472863,
CBC2	YPL178W	XVI	+	212156	212783	212156	212783	1	212156,	212783,
MRPL1	YDR116C	IV	-	682721	683579	682721	683579	1	682721,	683579,
CDC39	YCR093W	III	+	280113	286440	280113	286440	1	280113,	286440,
YGR266W	YGR266W	VII	+	1022661	1024767	1022661	1024767	1	1022661,	1024767,
RPL7A	YGL076C	VII	-	364337	365999	364337	365999	3	364337,365435,365988,	364967,365529,365999,
FMP33	YJL161W	X	+	117240	117783	117240	117783	1	117240,	117783,
CDC12	YHR107C	VIII	-	326815	328039	326815	328039	1	326815,	328039,
CHD1	YER164W	V	+	505386	509793	505386	509793	1	505386,	509793,
UBA1	YKL210W	XI	+	39163	42238	39163	42238	1	39163,	42238,
DMC1	YER179W	V	+	548415	549512	548415	549512	2	548415,548639,	548547,549512,
IKS1	YJL057C	X	-	328111	330115	328111	330115	1	328111,	330115,
YPR084W	YPR084W	XVI	+	706969	708340	706969	708340	1	706969,	708340,
AVT6	YER119C	V	-	399491	400838	399491	400838	1	399491,	400838,
YBR184W	YBR184W	II	+	597357	598929	597357	598929	1	597357,	598929,
HMX1	YLR205C	XII	-	552725	553679	552725	553679	1	552725,	553679,
BRP1	YGL007W	VII	+	483264	483642	483264	483642	1	483264,	483642,
EPT1	YHR123W	VIII	+	354817	356084	354817	356084	2	354817,354958,	354867,356084,
MRP17	YKL003C	XI	-	436739	437135	436739	437135	1	436739,	437135,
YGR035C	YGR035C	VII	-	557075	557426	557075	557426	1	557075,	557426,
BPH1	YCR032W	III	+	179515	186019	179515	186019	1	179515,	186019,
HOM3	YER052C	V	-	256373	257957	256373	257957	1	256373,	257957,
PDS1	YDR113C	IV	-	680493	681615	680493	681615	1	680493,	681615,
PSH1	YOL054W	XV	+	228612	229833	228612	229833	1	228612,	229833,
SEC59	YMR013C	XIII	-	295177	296737	295177	296737	1	295177,	296737,
YGR190C	YGR190C	VII	-	880300	880666	880300	880666	1	880300,	880666,
YFR018C	YFR018C	VI	-	183118	184210	183118	184210	1	183118,	184210,
RTS1	YOR014W	XV	+	357673	359947	357673	359947	1	357673,	359947,
RAD33	YML011C	XIII	-	246894	247428	246894	247428	1	246894,	247428,
YKL183C-A	YKL183C-A	XI	-	98399	98612	98399	98612	1	98399,	98612,
PUS2	YGL063W	VII	+	383656	384769	383656	384769	1	383656,	384769,
AIM6	YDL237W	IV	+	30656	31829	30656	31829	1	30656,	31829,
tV(AAC)G1	tV(AAC)G1	VII	-	412296	412370			1	412296,	412370,
GEP4	YHR100C	VIII	-	314118	314676	314118	314676	1	314118,	314676,
EAF5	YEL018W	V	+	121470	122310	121470	122310	1	121470,	122310,
YNL134C	YNL134C	XIV	-	372452	373583	372452	373583	1	372452,	373583,
YKL100C	YKL100C	XI	-	253340	255104	253340	255104	1	253340,	255104,
YOR192C-B	YOR192C-B	XV	-	704419	709733	704419	709733	2	704419,708440,	708439,709733,
APN2	YBL019W	II	+	184355	185918	184355	185918	1	184355,	185918,
GAT1	YFL021W	VI	+	95963	97496	95963	97496	1	95963,	97496,
YIL171W	YIL171W	IX	+	19514	19844			1	19514,	19844,
ICS3	YJL077C	X	-	294659	295055	294659	295055	1	294659,	295055,
YLR299C-A	YLR299C-A	XII	-	727912	728005	727912	728005	1	727912,	728005,
YNL228W	YNL228W	XIV	+	220645	221422	220645	221422	1	220645,	221422,
BEM1	YBR200W	II	+	620866	622522	620866	622522	1	620866,	622522,
HSP12	YFL014W	VI	+	107249	107579	107249	107579	1	107249,	107579,
YOR228C	YOR228C	XV	-	766869	767778	766869	767778	1	766869,	767778,
TIP20	YGL145W	VII	+	230247	232353	230247	232353	1	230247,	232353,
PRK1	YIL095W	IX	+	183933	186366	183933	186366	1	183933,	186366,
YAL068W-A	YAL068W-A	I	+	537	792	537	792	1	537,	792,
YML020W	YML020W	XIII	+	231148	233143	231148	233143	1	231148,	233143,
YGP1	YNL160W	XIV	+	336546	337611	336546	337611	1	336546,	337611,
PET9	YBL030C	II	-	163043	164000	163043	164000	1	163043,	164000,
YCK1	YHR135C	VIII	-	372696	374313	372696	374313	1	372696,	374313,
KES1	YPL145C	XVI	-	278393	279698	278393	279698	1	278393,	279698,
YLH47	YPR125W	XVI	+	787956	789321	787956	789321	1	787956,	789321,
YOL035C	YOL035C	XV	-	258801	259104	258801	259104	1	258801,	259104,
tN(GUU)N1	tN(GUU)N1	XIV	+	102715	102789			1	102715,	102789,
YLR434C	YLR434C	XII	-	1006021	1006405	1006021	1006405	1	1006021,	1006405,
HES1	YOR237W	XV	+	781994	783299	781994	783299	1	781994,	783299,
JIP3	YLR331C	XII	-	790668	791046	790668	791046	1	790668,	791046,
tV(CAC)H	tV(CAC)H	VIII	-	475705	475778			1	475705,	475778,
ADK1	YDR226W	IV	+	916482	917151	916482	917151	1	916482,	917151,
YCL056C	YCL056C	III	-	26924	27359	26924	27359	1	26924,	27359,
YMR242W-A	YMR242W-A	XIII	+	754295	754385	754295	754385	1	754295,	754385,
PAP2	YOL115W	XV	+	101474	103229	101474	103229	1	101474,	103229,
CPR8	YNR028W	XIV	+	676179	677106	676179	677106	1	676179,	677106,
ATP10	YLR393W	XII	+	907078	907918	907078	907918	1	907078,	907918,
NUM1	YDR150W	IV	+	755625	763872	755625	763872	1	755625,	763872,
BUD9	YGR041W	VII	+	577490	579134	577490	579134	1	577490,	579134,
SPO16	YHR153C	VIII	-	402088	402685	402088	402685	1	402088,	402685,
KCC4	YCL024W	III	+	79161	82275	79161	82275	1	79161,	82275,
GRC3	YLL035W	XII	+	68578	70477	68578	70477	1	68578,	70477,
OPY2	YPR075C	XVI	-	695733	696816	695733	696816	1	695733,	696816,
YMR315W	YMR315W	XIII	+	902798	903848	902798	903848	1	902798,	903848,
UBC4	YBR082C	II	-	406621	407163	406621	407163	2	406621,407116,	407021,407163,
MCR1	YKL150W	XI	+	166548	167457	166548	167457	1	166548,	167457,
YKL202W	YKL202W	XI	+	63821	64403	63821	64403	1	63821,	64403,
TDH2	YJR009C	X	-	453674	454673	453674	454673	1	453674,	454673,
YKL187C	YKL187C	XI	-	89288	91541	89288	91541	1	89288,	91541,
tL(CAA)L	tL(CAA)L	XII	+	628384	628499			2	628384,628455,	628422,628499,
tS(GCU)Q1	tS(GCU)Q1	Mito	+	69202	69288			1	69202,	69288,
YDR396W	YDR396W	IV	+	1266287	1266788	1266287	1266788	1	1266287,	1266788,
NCS2	YNL119W	XIV	+	401041	402523	401041	402523	1	401041,	402523,
YGR115C	YGR115C	VII	-	720375	721155	720375	721155	1	720375,	721155,
NUP42	YDR192C	IV	-	843566	844859	843566	844859	1	843566,	844859,
AIM46	YHR199C	VIII	-	497489	498422	497489	498422	1	497489,	498422,
FPS1	YLL043W	XII	+	49936	51946	49936	51946	1	49936,	51946,
YBL062W	YBL062W	II	+	105309	105690	105309	105690	1	105309,	105690,
SKM1	YOL113W	XV	+	104325	106293	104325	106293	1	104325,	106293,
RML2	YEL050C	V	-	59669	60851	59669	60851	1	59669,	60851,
YTH1	YPR107C	XVI	-	741435	742062	741435	742062	1	741435,	742062,
GPI12	YMR281W	XIII	+	832337	833252	832337	833252	1	832337,	833252,
SIP1	YDR422C	IV	-	1315318	1317766	1315318	1317766	1	1315318,	1317766,
SPR1	YOR190W	XV	+	690695	692033	690695	692033	1	690695,	692033,
RPL1B	YGL135W	VII	+	254645	255299	254645	255299	1	254645,	255299,
YHR097C	YHR097C	VIII	-	297387	298612	297387	298612	2	297387,298487,	298363,298612,
LAS17	YOR181W	XV	+	675939	677841	675939	677841	1	675939,	677841,
NAM8	YHR086W	VIII	+	278154	279726	278154	279726	1	278154,	279726,
YPL014W	YPL014W	XVI	+	527543	528689	527543	528689	1	527543,	528689,
UIP3	YAR027W	I	+	183763	184471	183763	184471	1	183763,	184471,
GCV3	YAL044C	I	-	57950	58463	57950	58463	1	57950,	58463,
RFM1	YOR279C	XV	-	843696	844629	843696	844629	1	843696,	844629,
SKG6	YHR149C	VIII	-	394457	396662	394457	396662	1	394457,	396662,
OSH3	YHR073W	VIII	+	242583	245574	242583	245574	1	242583,	245574,
SSU72	YNL222W	XIV	+	229094	229715	229094	229715	1	229094,	229715,
NTA1	YJR062C	X	-	553467	554841	553467	554841	1	553467,	554841,
NUP157	YER105C	V	-	367833	372009	367833	372009	1	367833,	372009,
UBP9	YER098W	V	+	355461	357726	355461	357726	1	355461,	357726,
ISM1	YPL040C	XVI	-	475989	478998	475989	478998	1	475989,	478998,
GET2	YER083C	V	-	326169	327027	326169	327027	1	326169,	327027,
HNT3	YOR258W	XV	+	811670	812324	811670	812324	1	811670,	812324,
BUD31	YCR063W	III	+	228313	228787	228313	228787	1	228313,	228787,
PIG1	YLR273C	XII	-	689084	691031	689084	691031	1	689084,	691031,
SNR190	snR190	X	-	139756	139946			1	139756,	139946,
YGL199C	YGL199C	VII	-	123576	124047	123576	124047	1	123576,	124047,
YDR010C	YDR010C	IV	-	465048	465381	465048	465381	1	465048,	465381,
HEM2	YGL040C	VII	-	419532	420561	419532	420561	1	419532,	420561,
YBL059W	YBL059W	II	+	110595	111246	110595	111246	2	110595,110950,	110881,111246,
WSC3	YOL105C	XV	-	114137	115808	114137	115808	1	114137,	115808,
OSW5	YMR148W	XIII	+	560364	560811	560364	560811	1	560364,	560811,
FRS2	YFL022C	VI	-	93496	95008	93496	95008	1	93496,	95008,
CAB5	YDR196C	IV	-	850271	850997	850271	850997	1	850271,	850997,
GAP1	YKR039W	XI	+	514704	516513	514704	516513	1	514704,	516513,
BFA1	YJR053W	X	+	534018	535743	534018	535743	1	534018,	535743,
RIM8	YGL045W	VII	+	414105	415734	414105	415734	1	414105,	415734,
YDR262W	YDR262W	IV	+	993130	993949	993130	993949	1	993130,	993949,
EMC1	YCL045C	III	-	44622	46905	44622	46905	1	44622,	46905,
YFL012W	YFL012W	VI	+	110640	111087	110640	111087	1	110640,	111087,
PRO1	YDR300C	IV	-	1061501	1062788	1061501	1062788	1	1061501,	1062788,
STD1	YOR047C	XV	-	416347	417682	416347	417682	1	416347,	417682,
YOR108C-A	YOR108C-A	XV	-	524605	524815	524605	524815	1	524605,	524815,
MTD1	YKR080W	XI	+	590036	590999	590036	590999	1	590036,	590999,
YKL153W	YKL153W	XI	+	163604	164114	163604	164114	1	163604,	164114,
APM3	YBR288C	II	-	778007	779459	778007	779459	1	778007,	779459,
SEC7	YDR170C	IV	-	796190	802220	796190	802220	1	796190,	802220,
SYC1	YOR179C	XV	-	671845	672412	671845	672412	1	671845,	672412,
ALG2	YGL065C	VII	-	379762	381274	379762	381274	1	379762,	381274,
YDR467C	YDR467C	IV	-	1397575	1397902	1397575	1397902	1	1397575,	1397902,
ORM1	YGR038W	VII	+	560685	561354	560685	561354	1	560685,	561354,
RPB9	YGL070C	VII	-	374461	374830	374461	374830	1	374461,	374830,
KOG1	YHR186C	VIII	-	475998	480672	475998	480672	1	475998,	480672,
UBP15	YMR304W	XIII	+	874985	878678	874985	878678	1	874985,	878678,
YOR200W	YOR200W	XV	+	720417	720816	720417	720816	1	720417,	720816,
RIO1	YOR119C	XV	-	548792	550247	548792	550247	1	548792,	550247,
ICP55	YER078C	V	-	316802	318338	316802	318338	1	316802,	318338,
RSC1	YGR056W	VII	+	601664	604451	601664	604451	1	601664,	604451,
PRE5	YMR314W	XIII	+	901707	902412	901707	902412	1	901707,	902412,
COQ9	YLR201C	XII	-	549512	550295	549512	550295	1	549512,	550295,
ADH5	YBR145W	II	+	533755	534811	533755	534811	1	533755,	534811,
NST1	YNL091W	XIV	+	452409	456132	452409	456132	1	452409,	456132,
YPR127W	YPR127W	XVI	+	790078	791116	790078	791116	1	790078,	791116,
MTL1	YGR023W	VII	+	529267	530923	529267	530923	1	529267,	530923,
LGE1	YPL055C	XVI	-	453988	454987	453988	454987	1	453988,	454987,
RNH201	YNL072W	XIV	+	490318	491242	490318	491242	1	490318,	491242,
COY1	YKL179C	XI	-	110468	112508	110468	112508	1	110468,	112508,
SEC18	YBR080C	II	-	398607	400884	398607	400884	1	398607,	400884,
YHR125W	YHR125W	VIII	+	358860	359166	358860	359166	1	358860,	359166,
YER119C-A	YER119C-A	V	-	400862	401234	400862	401234	1	400862,	401234,
tD(GUC)L1	tD(GUC)L1	XII	+	427132	427204			1	427132,	427204,
SMX3	YPR182W	XVI	+	900189	900450	900189	900450	1	900189,	900450,
YDR034C-C	YDR034C-C	IV	-	518037	519354	518037	519354	1	518037,	519354,
GRR1	YJR090C	X	-	590863	594319	590863	594319	1	590863,	594319,
EGD1	YPL037C	XVI	-	481424	481898	481424	481898	1	481424,	481898,
URA3	YEL021W	V	+	116166	116970	116166	116970	1	116166,	116970,
YDR532C	YDR532C	IV	-	1499388	1500546	1499388	1500546	1	1499388,	1500546,
VTH1	YIL173W	IX	+	11491	16141	11491	16141	1	11491,	16141,
YDR049W	YDR049W	IV	+	553252	555151	553252	555151	1	553252,	555151,
YNL319W	YNL319W	XIV	+	38640	39081	38640	39081	1	38640,	39081,
CWP1	YKL096W	XI	+	260775	261495	260775	261495	1	260775,	261495,
YBR113W	YBR113W	II	+	465559	466042	465559	466042	1	465559,	466042,
TOM71	YHR117W	VIII	+	342351	344271	342351	344271	1	342351,	344271,
NDI1	YML120C	XIII	-	28265	29807	28265	29807	1	28265,	29807,
YJL043W	YJL043W	X	+	360123	360897	360123	360897	1	360123,	360897,
RPT4	YOR259C	XV	-	812394	813708	812394	813708	1	812394,	813708,
FOL2	YGR267C	VII	-	1025009	1025741	1025009	1025741	1	1025009,	1025741,
ORC1	YML065W	XIII	+	142209	144954	142209	144954	1	142209,	144954,
SUT1	YGL162W	VII	+	198143	199043	198143	199043	1	198143,	199043,
SNR59	snR59	XVI	+	173825	173903			1	173825,	173903,
TAF12	YDR145W	IV	+	746735	748355	746735	748355	1	746735,	748355,
COT1	YOR316C	XV	-	906232	907552	906232	907552	1	906232,	907552,
YHR218W	YHR218W	VIII	+	558013	559924	558013	559924	2	558013,558714,	558615,559924,
YBL006W-A	YBL006W-A	II	+	216713	216863	216713	216863	1	216713,	216863,
tG(GCC)P2	tG(GCC)P2	XVI	+	860374	860445			1	860374,	860445,
GPA1	YHR005C	VIII	-	113493	114912	113493	114912	1	113493,	114912,
ERG12	YMR208W	XIII	+	684465	685797	684465	685797	1	684465,	685797,
YOL166C	YOL166C	XV	-	999	1338	999	1338	1	999,	1338,
LYS20	YDL182W	IV	+	133437	134724	133437	134724	1	133437,	134724,
DRS2	YAL026C	I	-	95630	99698	95630	99698	1	95630,	99698,
CYC3	YAL039C	I	-	68716	69526	68716	69526	1	68716,	69526,
VPS66	YPR139C	XVI	-	813151	814054	813151	814054	1	813151,	814054,
SEC1	YDR164C	IV	-	782038	784213	782038	784213	1	782038,	784213,
RPS0A	YGR214W	VII	+	920579	921793	920579	921793	2	920579,921124,	920669,921793,
NUP53	YMR153W	XIII	+	564433	565861	564433	565861	1	564433,	565861,
COG1	YGL223C	VII	-	79110	80364	79110	80364	1	79110,	80364,
TYS1	YGR185C	VII	-	866340	867525	866340	867525	1	866340,	867525,
APL1	YJR005W	X	+	445914	448017	445914	448017	1	445914,	448017,
PWP2	YCR057C	III	-	220452	223224	220452	223224	1	220452,	223224,
NPR1	YNL183C	XIV	-	293138	295511	293138	295511	1	293138,	295511,
NOC4	YPR144C	XVI	-	819760	821419	819760	821419	1	819760,	821419,
TIF4632	YGL049C	VII	-	406862	409607	406862	409607	1	406862,	409607,
RVS161	YCR009C	III	-	130742	131540	130742	131540	1	130742,	131540,
SET5	YHR207C	VIII	-	514904	516485	514904	516485	1	514904,	516485,
YMR178W	YMR178W	XIII	+	618477	619302	618477	619302	1	618477,	619302,
ASC1	YMR116C	XIII	-	499454	500687	499454	500687	2	499454,500150,	499877,500687,
ZIM17	YNL310C	XIV	-	51905	52430	51905	52430	1	51905,	52430,
YAR1	YPL239W	XVI	+	99483	100086	99483	100086	1	99483,	100086,
CAT5	YOR125C	XV	-	559030	559732	559030	559732	1	559030,	559732,
DEG1	YFL001W	VI	+	147125	148454	147125	148454	1	147125,	148454,
SPE1	YKL184W	XI	+	96761	98162	96761	98162	1	96761,	98162,
OPI1	YHL020C	VIII	-	66238	67453	66238	67453	1	66238,	67453,
GIC2	YDR309C	IV	-	1079044	1080196	1079044	1080196	1	1079044,	1080196,
YGL015C	YGL015C	VII	-	465047	465440	465047	465440	1	465047,	465440,
FIT1	YDR534C	IV	-	1503305	1504892	1503305	1504892	1	1503305,	1504892,
RPS9B	YBR189W	II	+	604502	605503	604502	605503	2	604502,604922,	604509,605503,
ADH3	YMR083W	XIII	+	434786	435914	434786	435914	1	434786,	435914,
YOR342C	YOR342C	XV	-	966662	967622	966662	967622	1	966662,	967622,
BAP2	YBR068C	II	-	373857	375687	373857	375687	1	373857,	375687,
PBP2	YBR233W	II	+	683422	684664	683422	684664	1	683422,	684664,
LSM4	YER112W	V	+	387227	387791	387227	387791	1	387227,	387791,
ESC1	YMR219W	XIII	+	707131	712108	707131	712108	1	707131,	712108,
HRQ1	YDR291W	IV	+	1039724	1042958	1039724	1042958	1	1039724,	1042958,
ODC2	YOR222W	XV	+	758330	759254	758330	759254	1	758330,	759254,
SRP72	YPL210C	XVI	-	154288	156211	154288	156211	1	154288,	156211,
HPR1	YDR138W	IV	+	730575	732834	730575	732834	1	730575,	732834,
YLR124W	YLR124W	XII	+	391600	391945	391600	391945	1	391600,	391945,
UBX2	YML013W	XIII	+	244148	245903	244148	245903	1	244148,	245903,
FPK1	YNR047W	XIV	+	708525	711207	708525	711207	1	708525,	711207,
YPR202W	YPR202W	XVI	+	943027	943892	943027	943892	2	943027,943194,	943046,943892,
JSN1	YJR091C	X	-	595052	598328	595052	598328	1	595052,	598328,
YPL107W	YPL107W	XVI	+	349115	349862	349115	349862	1	349115,	349862,
SNR3	snR3	X	+	663738	663932			1	663738,	663932,
YHR173C	YHR173C	VIII	-	450814	451153	450814	451153	1	450814,	451153,
YHR073W-A	YHR073W-A	VIII	+	242869	243046	242869	243046	1	242869,	243046,
ZRG8	YER033C	V	-	218055	221286	218055	221286	1	218055,	221286,
SPC3	YLR066W	XII	+	267169	267724	267169	267724	1	267169,	267724,
YPR097W	YPR097W	XVI	+	725391	728613	725391	728613	1	725391,	728613,
YBR201C-A	YBR201C-A	II	-	624488	624692	624488	624692	1	624488,	624692,
AQY1	YPR192W	XVI	+	921855	922773	921855	922773	1	921855,	922773,
PEX22	YAL055W	I	+	42177	42720	42177	42720	1	42177,	42720,
UTP14	YML093W	XIII	+	83089	85789	83089	85789	1	83089,	85789,
PPG1	YNR032W	XIV	+	686012	687119	686012	687119	1	686012,	687119,
PMT2	YAL023C	I	-	106272	108552	106272	108552	1	106272,	108552,
SWS2	YNL081C	XIV	-	476189	476621	476189	476621	1	476189,	476621,
YLR256W-A	YLR256W-A	XII	+	651118	652441	651118	652441	1	651118,	652441,
YBP1	YBR216C	II	-	655570	657595	655570	657595	1	655570,	657595,
